fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,9438,For Services Provided by the Department of Fleet and Facilities Management,0.00,0.00,45000.00
LOCAL,0200,Water Fund,27,Department of Finance,2011,City Comptroller,140,For Professional and Technical Services and Other Third Party Benefit Agreements,6552.00,6552.00,6552.00
LOCAL,0200,Water Fund,27,Department of Finance,2012,Accounting and Financial Reporting,5,Salaries and Wages - on Payroll,258609.00,258609.00,269350.00
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,5,Salaries and Wages - on Payroll,218794.00,218794.00,254084.00
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,140,For Professional and Technical Services and Other Third Party Benefit Agreements,30121.00,30121.00,19788.00
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,149,For Software Maintenance and Licensing,6777.00,6777.00,8198.00
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,154,For the Rental and Maintenance of Data Processing  Office Automation and Data Communications Hardware,50000.00,50000.00,50000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,196,Data Circuits,1500.00,1500.00,1500.00
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,166,Dues  Subscriptions and Memberships,4476.00,4476.00,1644.00
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,245,Reimbursement to Travelers,0.00,0.00,283.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,5,Salaries and Wages - on Payroll,2385106.00,2385106.00,2360877.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,15,Schedule Salary Adjustments,0.00,0.00,8741.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,20,Overtime,4000.00,4000.00,4000.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,125,Office and Building Services,2000.00,2000.00,2000.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,130,Postage,1356890.00,1356890.00,1356890.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,140,For Professional and Technical Services and Other Third Party Benefit Agreements,4610793.00,4610793.00,4830793.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,156,Lock Box Rental,1577.00,1577.00,1577.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,159,Lease Purchase Agreements for Equipment and Machinery,18542.00,18542.00,18542.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,179,Messenger Service,445.00,445.00,445.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,340,Material and Supplies,3400.00,3400.00,3400.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,348,Books and Related Material,1400.00,1400.00,1400.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,350,Stationery and Office Supplies,27387.00,27387.00,27387.00
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,9438,For Services Provided by the Department of Fleet and Facilities Management,30000.00,30000.00,30000.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2015,Financial Strategy and Operations,5,Salaries and Wages - on Payroll,427552.00,427552.00,399509.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,5,Salaries and Wages - on Payroll,473085.00,473085.00,440906.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,15,Schedule Salary Adjustments,0.00,0.00,1406.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,130,Postage,4500.00,4500.00,2000.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,220000.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,350,Stationery and Office Supplies,500.00,500.00,500.00
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,421,Machinery and Equipment,1177575.00,1177575.00,1177575.00
LOCAL,0314,Sewer Fund,27,Department of Finance,2011,City Comptroller,140,For Professional and Technical Services and Other Third Party Benefit Agreements,9100.00,9100.00,9100.00
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,140,For Professional and Technical Services and Other Third Party Benefit Agreements,21217.00,21217.00,13383.00
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,149,For Software Maintenance and Licensing,4770.00,4770.00,5545.00
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,154,For the Rental and Maintenance of Data Processing  Office Automation and Data Communications Hardware,50000.00,50000.00,50000.00
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,166,Dues  Subscriptions and Memberships,3153.00,3153.00,1112.00
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,245,Reimbursement to Travelers,0.00,0.00,191.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2011,City Comptroller,140,For Professional and Technical Services and Other Third Party Benefit Agreements,6552.00,6552.00,6552.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,5,Salaries and Wages - on Payroll,144947.00,144947.00,145535.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,20,Overtime,1500.00,1500.00,500.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,39,For the Employment of Students as Trainees,5000.00,5000.00,5000.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,130,Postage,1000.00,1000.00,1000.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,140,For Professional and Technical Services and Other Third Party Benefit Agreements,10000.00,10000.00,10000.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,166,Dues  Subscriptions and Memberships,350.00,350.00,350.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,169,Technical Meeting Costs,420.00,420.00,420.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,245,Reimbursement to Travelers,420.00,420.00,420.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,270,Local Transportation,420.00,420.00,420.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,348,Books and Related Material,254.00,254.00,254.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,350,Stationery and Office Supplies,770.00,770.00,500.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,5,Salaries and Wages - on Payroll,177708.00,177708.00,179640.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,140,For Professional and Technical Services and Other Third Party Benefit Agreements,19864.00,19864.00,40259.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,149,For Software Maintenance and Licensing,4473.00,4473.00,6322.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,154,For the Rental and Maintenance of Data Processing  Office Automation and Data Communications Hardware,50000.00,50000.00,50000.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,166,Dues  Subscriptions and Memberships,2952.00,2952.00,1268.00
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,245,Reimbursement to Travelers,0.00,0.00,218.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,142,Accounting and Auditing,100000.00,100000.00,100000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2011,City Comptroller,140,For Professional and Technical Services and Other Third Party Benefit Agreements,6552.00,6552.00,6552.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,5,Salaries and Wages - on Payroll,1942904.00,1942904.00,1972298.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,15,Schedule Salary Adjustments,4925.00,4925.00,6915.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,20,Overtime,6000.00,6000.00,2000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,39,For the Employment of Students as Trainees,15000.00,15000.00,15000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,130,Postage,3500.00,3500.00,1500.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,140,For Professional and Technical Services and Other Third Party Benefit Agreements,109300.00,109300.00,80000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,149,For Software Maintenance and Licensing,5000.00,5000.00,3000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,152,Advertising,850.00,850.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,159,Lease Purchase Agreements for Equipment and Machinery,15000.00,15000.00,15000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,166,Dues  Subscriptions and Memberships,425.00,425.00,425.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,169,Technical Meeting Costs,1500.00,1500.00,1500.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,20,Overtime,30000000.00,30000000.00,30000000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,190,Telephone - Non-Centrex Billings,5600.00,5600.00,5700.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,245,Reimbursement to Travelers,850.00,850.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,270,Local Transportation,1000.00,1000.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,348,Books and Related Material,900.00,900.00,900.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,350,Stationery and Office Supplies,9500.00,9500.00,9500.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,5,Salaries and Wages - on Payroll,170436.00,170436.00,165322.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,15,Schedule Salary Adjustments,0.00,0.00,155.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,140,For Professional and Technical Services and Other Third Party Benefit Agreements,97056.00,97056.00,70289.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,149,For Software Maintenance and Licensing,21834.00,21834.00,29120.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,154,For the Rental and Maintenance of Data Processing  Office Automation and Data Communications Hardware,50000.00,50000.00,50000.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,166,Dues  Subscriptions and Memberships,14424.00,14424.00,5841.00
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,245,Reimbursement to Travelers,0.00,0.00,1004.00
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,5,Salaries and Wages - on Payroll,497636.00,497636.00,536592.00
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,15,Schedule Salary Adjustments,0.00,0.00,1896.00
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,142,Accounting and Auditing,250000.00,250000.00,250000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,5,Salaries and Wages - on Payroll,863781.00,863781.00,861537.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,15,Schedule Salary Adjustments,1044.00,1044.00,1411.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,39,For the Employment of Students as Trainees,19900.00,19900.00,19900.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,130,Postage,1000.00,1000.00,1000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,138,For Professional Services for Information Technology Maintenance,64000.00,64000.00,64000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,139,For Professional Services for Information Technology Development,65001.00,65001.00,72161.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,140,For Professional and Technical Services and Other Third Party Benefit Agreements,103429.00,103429.00,203429.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,149,For Software Maintenance and Licensing,16000.00,16000.00,16000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,159,Lease Purchase Agreements for Equipment and Machinery,4774.00,4774.00,4440.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,166,Dues  Subscriptions and Memberships,238995.00,238995.00,238995.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,169,Technical Meeting Costs,37657.00,37657.00,37657.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,179,Messenger Service,500.00,500.00,500.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,181,Mobile Communication Services,9312.00,9312.00,3360.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,190,Telephone - Non-Centrex Billings,7800.00,7800.00,4000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,197,Telephone - Maintenance and Repair of Equipment and Voicemail,520.00,520.00,520.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,229,Transportation and Expense Allowance,14500.00,14500.00,14500.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,270,Local Transportation,500.00,500.00,500.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,350,Stationery and Office Supplies,6500.00,6500.00,6500.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,540,Construction of Buildings and Other Structures,0.00,0.00,40000.00
LOCAL,0100,Corporate Fund,28,City Treasurer,2005,City Treasurer,9438,For Services Provided by the Department of Fleet and Facilities Management,0.00,0.00,6000.00
LOCAL,0200,Water Fund,28,City Treasurer,2005,City Treasurer,5,Salaries and Wages - on Payroll,310308.00,310308.00,310308.00
LOCAL,0200,Water Fund,28,City Treasurer,2005,City Treasurer,138,For Professional Services for Information Technology Maintenance,50000.00,50000.00,50000.00
LOCAL,0200,Water Fund,28,City Treasurer,2005,City Treasurer,139,For Professional Services for Information Technology Development,45238.00,45238.00,45238.00
LOCAL,0200,Water Fund,28,City Treasurer,2005,City Treasurer,140,For Professional and Technical Services and Other Third Party Benefit Agreements,46582.00,46582.00,46582.00
LOCAL,0314,Sewer Fund,28,City Treasurer,2005,City Treasurer,5,Salaries and Wages - on Payroll,192336.00,192336.00,146148.00
LOCAL,0314,Sewer Fund,28,City Treasurer,2005,City Treasurer,138,For Professional Services for Information Technology Maintenance,25000.00,25000.00,25000.00
LOCAL,0314,Sewer Fund,28,City Treasurer,2005,City Treasurer,139,For Professional Services for Information Technology Development,29207.00,29207.00,29207.00
LOCAL,0314,Sewer Fund,28,City Treasurer,2005,City Treasurer,140,For Professional and Technical Services and Other Third Party Benefit Agreements,22857.00,22857.00,22857.00
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer,2005,City Treasurer,5,Salaries and Wages - on Payroll,220080.00,220080.00,229776.00
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer,2005,City Treasurer,15,Schedule Salary Adjustments,1524.00,1524.00,852.00
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer,2005,City Treasurer,138,For Professional Services for Information Technology Maintenance,50000.00,50000.00,50000.00
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer,2005,City Treasurer,139,For Professional Services for Information Technology Development,15555.00,15555.00,15555.00
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer,2005,City Treasurer,140,For Professional and Technical Services and Other Third Party Benefit Agreements,45765.00,45765.00,45765.00
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer,2005,City Treasurer,5,Salaries and Wages - on Payroll,789036.00,789036.00,785736.00
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer,2005,City Treasurer,15,Schedule Salary Adjustments,1146.00,1146.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer,2005,City Treasurer,138,For Professional Services for Information Technology Maintenance,100000.00,100000.00,100000.00
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer,2005,City Treasurer,140,For Professional and Technical Services and Other Third Party Benefit Agreements,136478.00,136478.00,136478.00
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer,2005,City Treasurer,5,Salaries and Wages - on Payroll,326124.00,326124.00,299280.00
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer,2005,City Treasurer,138,For Professional Services for Information Technology Maintenance,75000.00,75000.00,75000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer,2005,City Treasurer,139,For Professional Services for Information Technology Development,10000.00,10000.00,10000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer,2005,City Treasurer,140,For Professional and Technical Services and Other Third Party Benefit Agreements,22882.00,22882.00,22882.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,5,Salaries and Wages - on Payroll,3176733.00,3176733.00,3100397.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,15,Schedule Salary Adjustments,2404.00,2404.00,14650.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,20,Overtime,1050.00,1050.00,1480.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,130,Postage,62385.00,62385.00,63633.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,138,For Professional Services for Information Technology Maintenance,1229763.00,1229763.00,1159487.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,140,For Professional and Technical Services and Other Third Party Benefit Agreements,3943030.00,3943030.00,3996617.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,143,Court Reporting,77500.00,77500.00,77500.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,157,Rental of Equipment and Services,360.00,360.00,360.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,159,Lease Purchase Agreements for Equipment and Machinery,25350.00,25350.00,42392.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,162,Repair/Maintenance of Equipment,2175.00,2175.00,2175.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,166,Dues  Subscriptions and Memberships,1870.00,1870.00,1673.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,169,Technical Meeting Costs,970.00,970.00,970.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,179,Messenger Service,4165.00,4165.00,4165.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,190,Telephone - Non-Centrex Billings,25400.00,25400.00,25800.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,197,Telephone - Maintenance and Repair of Equipment and Voicemail,1410.00,1410.00,1410.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,229,Transportation and Expense Allowance,2000.00,2000.00,441.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,340,Material and Supplies,20272.00,20272.00,25272.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,348,Books and Related Material,1813.00,1813.00,1813.00
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,350,Stationery and Office Supplies,12419.00,12419.00,12419.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,5,Salaries and Wages - on Payroll,25537476.00,25537476.00,25914238.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,15,Schedule Salary Adjustments,21856.00,21856.00,436960.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,20,Overtime,16020.00,16020.00,15132.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,39,For the Employment of Students as Trainees,7610.00,7610.00,7344.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,130,Postage,24646.00,24646.00,90586.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,138,For Professional Services for Information Technology Maintenance,234612.00,234612.00,224400.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,140,For Professional and Technical Services and Other Third Party Benefit Agreements,844334.00,844334.00,849624.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,141,Appraisals,8070.00,8070.00,4406.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,143,Court Reporting,1000000.00,1000000.00,941102.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,145,Legal Expenses,127214.00,127214.00,116145.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,149,For Software Maintenance and Licensing,120150.00,120150.00,112935.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,150,Publications and Reproduction - Outside Services to Be Expended with the Prior Approval of Graphics Services,6008.00,6008.00,5407.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,157,Rental of Equipment and Services,48004.00,48004.00,57668.00
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9257,Community Policing,1500000.00,1500000.00,0.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,159,Lease Purchase Agreements for Equipment and Machinery,100604.00,100604.00,166367.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,162,Repair/Maintenance of Equipment,2644.00,2644.00,2477.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,166,Dues  Subscriptions and Memberships,116863.00,116863.00,110813.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,169,Technical Meeting Costs,30438.00,30438.00,28170.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,178,Freight and Express Charges,10447.00,10447.00,8771.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,181,Mobile Communication Services,24030.00,24030.00,24030.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,190,Telephone - Non-Centrex Billings,121752.00,121752.00,108761.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,191,Telephone - Relocations of Phone Lines,961.00,961.00,1170.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,197,Telephone - Maintenance and Repair of Equipment and Voicemail,6824.00,6824.00,5466.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,229,Transportation and Expense Allowance,6488.00,6488.00,6091.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,245,Reimbursement to Travelers,59265.00,59265.00,43655.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,270,Local Transportation,33155.00,33155.00,30518.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,348,Books and Related Material,17821.00,17821.00,16741.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,350,Stationery and Office Supplies,95496.00,95496.00,84674.00
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,9438,For Services Provided by the Department of Fleet and Facilities Management,0.00,0.00,14157.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,5,Salaries and Wages - on Payroll,1400303.00,1400303.00,1441266.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,15,Schedule Salary Adjustments,0.00,0.00,29878.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,20,Overtime,920.00,920.00,869.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,39,For the Employment of Students as Trainees,437.00,437.00,422.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,130,Postage,2471.00,2471.00,1182.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,138,For Professional Services for Information Technology Maintenance,13473.00,13473.00,12887.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,140,For Professional and Technical Services and Other Third Party Benefit Agreements,52174.00,52174.00,48975.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,141,Appraisals,1000.00,1000.00,253.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,143,Court Reporting,55900.00,55900.00,50922.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,145,Legal Expenses,13320.00,13320.00,6670.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,149,For Software Maintenance and Licensing,6900.00,6900.00,6486.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,150,Publications and Reproduction - Outside Services to Be Expended with the Prior Approval of Graphics Services,345.00,345.00,311.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,157,Rental of Equipment and Services,2758.00,2758.00,3312.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,159,Lease Purchase Agreements for Equipment and Machinery,5946.00,5946.00,13510.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,162,Repair/Maintenance of Equipment,142.00,142.00,200.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,166,Dues  Subscriptions and Memberships,6770.00,6770.00,6364.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,169,Technical Meeting Costs,1748.00,1748.00,1618.00
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9291,Legal Protection Fund,0.00,1300000.00,1300000.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,178,Freight and Express Charges,806.00,806.00,504.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,181,Mobile Communication Services,1380.00,1380.00,1380.00
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,190,Telephone - Non-Centrex Billings,6992.00,6992.00,6447.00
