mural_registration_id,artist_credit,artwork_title,media,year_installed,location_description,street_address,zip,ward,affiliated_or_commissioning,description_of_artwork,community_areas,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,year_restored
19192,Justus Roe,Standing Wave,Paint,2016,,1001 S State,60605,4,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Justus Roe stated, ï¿½All of my pieces are inspired by a combination of the location, the audience, and my own aesthetic style and progression. The work is an abstraction of metropolitan landscapes and experiences executed through a learned, but spontaneous improvisational style done in the moment.ï¿½ ï¿½  as quoted in Sandra Steinbrecherï¿½s Wabash Arts Corridor / Big Walls / 2016",32,41.86983981,-87.62733224,"{'type': 'Point', 'coordinates': [-87.62733224, 41.86983981]}",35,38,14913,368,10,
19403,Brett Whitacre,Mustard Seed Project,Paint,2022,West facing exterior wall of The Mustard Seed Chicago,507 West North Ave,60614,2,,"Our first project was a collaboration with an Old Town organization, Mustard Seed and a local artist Brett Whitacre. The highly visible mural is a marked improvement from a large wall that was frequently tagged with graffiti. The final mural includes a ribbon of colors that depict inclusiveness. The path the ribbon takes depicts the journey in life. There are ups and downs but one emerges stronger after undergoing the struggle. The white circle with the triangle is the symbol for Alcoholics Anonymous and shows that on the journey, help may be needed to overcome.",8,41.91096499,-87.64132499,"{'type': 'Point', 'coordinates': [-87.64132499, 41.91096499]}",54,37,14926,309,11,
19023,Olivia Gude,Where We Come From...Where We're Going,,1992,S Lake Park Ave & E 56th St,1535 East 56th St,60637,5,Chicago Public Art Group,"Completed 1992. Artist Olivia Gude. Located on the viaduct of a METRA station, this mural is unique: it's an oral history mural. The Artist interviewed passerbys at the site, asking them ""Where are you coming from? Where are you going?"". Their varied answers formed the theme and design of the mural. From 1992",8,41.79324823,-87.58783258,"{'type': 'Point', 'coordinates': [-87.58783258, 41.79324823]}",60,8,22260,502,33,
19045,Chema Skandal,Far Beyond,Spray + Brush,2017,Corkery Elementary School,2510 S Kildare Ave,60623,22,Yollocalli Arts Reach,Yollocalli Public Art Interns along with Teaching Artists Chema Skandal and Joseph J. Mora. The mural centers around a cougars head that is made up of many shapes giving it a very geometric look. The wall includes a wide array of colors and has a outterspace like background.,32,41.84559878,-87.73122946,"{'type': 'Point', 'coordinates': [-87.73122946, 41.84559878]}",57,32,21569,205,28,
19287,Revise CMW,untitled,Spray Paint,2019,,330 N MacChesney Court,60601,42,Chicago Loop Alliance,Nature found amidst the chaos and grit of the urban landscape. It's bright and alien with a lot of movement. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,,41.88761537,-87.62530112,"{'type': 'Point', 'coordinates': [-87.62530112, 41.88761537]}",42,38,14309,580,36,
19292,Raul Ra,untitled,Spray Paint,2017,Sullivan Center Alley,25 E Monroe St,60603,42,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,,41.88066939,-87.62680815,"{'type': 'Point', 'coordinates': [-87.62680815, 41.88066939]}",34,38,14311,367,36,
19060,"Jospeh ""Sentrock"" Perez",Follow Your Dreams,Spray + Brush,2018,Eli Whitney,2845 S Komensky Ave,60623,22,Yollocalli Arts Reach,"This mural is intended give students at Eli Whitney a reminder to no give up on their goals and to always follow their dreams. The mural depicts a cat holding a school diploma along with the phrase ""Follow your dreams""",32,41.839311,-87.725158,"{'type': 'Point', 'coordinates': [-87.725158, 41.839311]}",57,32,21569,248,28,
19119,Tracy Van Duinen,I Will...,,,,4730 N Sheridan Rd,60640,46,Chicago Public Art Group,"Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric, social work, hip hop workshops, tech center, art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural, I will... mentor, choose, grow, create, respect, inspire, etc.",31,41.96813738,-87.65495695,"{'type': 'Point', 'coordinates': [-87.65495695, 41.96813738]}",15,31,22616,241,39,
19282,Fonte,Fonte's World,spray paint,2017,Joffrey Residences,173 N State St,60601,42,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,,41.88519764,-87.62778079,"{'type': 'Point', 'coordinates': [-87.62778079, 41.88519764]}",42,38,14309,580,36,
19205,Eelco Van Den Berg,Wild Life,Paint,2017,Alley,1306 S Michigan,60605,3,Wabash Arts Corridor,(Photo Credit: Sandra Steinbrecher) Wild life shows the animals in their changed habitat. Through the metaphor of today's society where we are packed up in itï¿½s galaxy. All reaching for the same star.,33,41.8655389,-87.62425739,"{'type': 'Point', 'coordinates': [-87.62425739, 41.8655389]}",35,34,14913,374,9,
19260,Marry Tonnu,Letter K,,2019,,1907 N Mendell St,60642,2,22,,,41.91695917,-87.66535085,"{'type': 'Point', 'coordinates': [-87.66535085, 41.91695917]}",49,23,22620,209,11,
19028,"Olivia Gude, Marcus Jefferson, and Jon Pounds",I Welcome Myself to a New Place,,1988,S Cottage Grove Ave & E 113th St,11235 S Cottage Grove Ave,60628,9,Chicago Public Art Group,"Completed 1988. Artists Olivia Gude, Marcus Jefferson, and Jon Pounds. This collaborative mural was painted by a multi-generational group from Roseland and Pullman. The Artists worked with over 100 volunteers to create a mural that connects and unifies the two communities ""bridging the gap"". From 1988",47,41.68989352,-87.61035692,"{'type': 'Point', 'coordinates': [-87.61035692, 41.68989352]}",19,47,21861,601,43,
19414,Max Sansing,"YOU, ME AND WE ARE THE KEY",Paint,2022,,1706 E 79th St,60605,8,MEAGAN MCNEAL ON BEHALF OF THE SOUTHEAST CHICAGO CHAMBER OF COMMERCE,Max Sansing created this piece to reflect his old  neighborhood. It's a tribute to the generations  who create and uphold community,43,41.75163005,-87.5828544,"{'type': 'Point', 'coordinates': [-87.5828544, 41.75163005]}",24,39,22538,188,35,
19013,Bernard Williams,Feed Your Child the Truth,,1994,Houston Playground Park,819 E 50th St,60615,4,Chicago Public Art Group,"Completed 1994. Artist Bernard Williams. Feed Your Child the Truth is a celebration of African-American arts and culture. Mural images include African masks, Reverend Jessie 'Ma' Houston, and other community members. From 1994",,41.803892,-87.60544,"{'type': 'Point', 'coordinates': [-87.60544, 41.803892]}",10,5,21192,461,10,
19383,A.Zak,Path Home,,2021,The Wilson Club Apartments,1124 W Wilson Ave,60640,46,Uptown United,,,41.96549603,-87.65848068,"{'type': 'Point', 'coordinates': [-87.65848068, 41.96549603]}",15,31,22616,241,39,
19055,Chris Silva,Triple Heart Bypass,,2015,Metomic,2944 West 26th St,60623,22,Yollocalli Arts Reach,This mural was created with 15 Yollocalli youth interns/collaborators with lead Artist Chris Silva in the summer of 2015.,32,41.84474582,-87.69949581,"{'type': 'Point', 'coordinates': [-87.69949581, 41.84474582]}",57,32,21569,262,14,
19314,Justus Roe,Longroom West,Acrylic and exterior latex paint,2013,Longroom parking lot East Facade,1612 W Irving Park Rd #1,60613,47,,abstract landscape painting,,41.95439275,-87.66958709,"{'type': 'Point', 'coordinates': [-87.66958709, 41.95439275]}",53,57,21186,651,18,2019
19145,Cyd Smillie,"""After Vivaldi""",Paint,2014,Elston uderpass,5300 N Elston Ave,60630,45,,Painted mural on both sides of Metra underpass on Elston. It features images of flore and fauna of the area thru the four season. This mural was funded by local businesses and painted with the help of community residents.,11,41.97739667,-87.75546963,"{'type': 'Point', 'coordinates': [-87.75546963, 41.97739667]}",48,11,21869,128,50,
19050,Lunar New Year,Welcome to Loyal Yolotl,,2013,LCY Transition Therapy,2801 South Lawndale Ave,60623,22,Yollocalli Arts Reach,"Led by Newark-based street Artist Lunar New Year, This mural was painted in the summer of 2014.",32,41.84059445,-87.71698352,"{'type': 'Point', 'coordinates': [-87.71698352, 41.84059445]}",57,32,21569,234,28,
19336,Justus Roe,Norridge,Acrylic and exterior latex paint,2019,"Garage, viewable from street and sidewalk",8213 W Berwyn Ave,60656,41,,abstract landscape painting,,41.97532879,-87.83234712,"{'type': 'Point', 'coordinates': [-87.83234712, 41.97532879]}",31,36,4448,735,29,
19237,Tony Passero,Under LSD Mural,,2017,,4400 N Lake Shore Drive,60613,46,,,3,41.96202716,-87.64663966,"{'type': 'Point', 'coordinates': [-87.64663966, 41.96202716]}",15,31,22616,636,39,
19351,Christian  Estrada Paz,Monarch Odyssey,,2020,Cornelia Court',3036 W. Newport Ave,60618,33,,,,41.94391,-87.70361,"{'type': 'Point', 'coordinates': [-87.70361, 41.94391]}",39,22,21538,425,20,
19087,Sam Kirk,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,Division St between Western Ave and California Ave,2716 W Division St,60622,26,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",25,41.90305045,-87.6951529,"{'type': 'Point', 'coordinates': [-87.6951529, 41.90305045]}",4,25,21560,543,49,
19160,Mac Blackout,Alley of Dreams,Paint,2018,Lincoln Hall,2424 N Lincoln Ave,60614,43,,Mural on exterior ally wall of Lincoln Hall.,7,41.92593792,-87.64966458,"{'type': 'Point', 'coordinates': [-87.64966458, 41.92593792]}",16,68,21190,769,34,
19188,Ricky Lee Gordon,"I am you, you are me",Paint,2016,,634 S Wabash,60605,4,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Ricky Lee Gordon is a self-taught artist born in Johannesburg, previously working under the pseudonym Freddy Sam. In this piece Gordon deals with non-duality and interconnectedness.
While working on this piece Gordon state, ï¿½ I chose to paint the leather jacket to connect with the hide of the horse. Fashion has become a second skin . . .  it seems to be a way for us to feel included and give us a sense that we belong or fit in.ï¿½ ï¿½  as quoted in Sandra Steinbrecherï¿½s Wabash Arts Corridor / Big Walls / 2016",32,41.87366551,-87.62612548,"{'type': 'Point', 'coordinates': [-87.62612548, 41.87366551]}",35,38,14913,368,10,
19407,Cyd Smillie,"""...And The Birds""",Paint,2022,south side of the underpass on Irving Park Rd @ Kolmar,4600 W Irving Park Rd,60641,45,,"""...And the Birds"" is a 100' mural on the south side of the underpass at Irving Park Rd and Kolmar in the Old Irving Park neighborhood.  It was created in response to the bird mural across the street and as a way of highlighting pollinators.",15,41.95358351,-87.74312523,"{'type': 'Point', 'coordinates': [-87.74312523, 41.95358351]}",21,15,22618,139,50,
19173,Retna,Provocateurs Series,Paint,2014,,33 E Congress,60605,4,Wabash Arts Corridor,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street artï¿½Shepard Fairey, Cleon Peterson, POSE, and RETNAï¿½have used the corridor as their ï¿½living urban canvas,ï¿½ injecting provocative, large-scale artworks into one of Chicagoï¿½s major emerging art scenes. The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.
ï¿½Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,ï¿½ said Shepard Fairey, artist and curator of The Provocateurs. ï¿½It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.ï¿½",32,41.87557316,-87.62637611,"{'type': 'Point', 'coordinates': [-87.62637611, 41.87557316]}",35,38,14913,367,10,
19114,Renee Robins,Kaleidoscope of Hidden Worlds,Paint,2017,Fullerton Beach Underpass Mural,100 W Fullerton Pkwy,60614,43,Chicago Public Art Group,,68,41.9262128,-87.63140532,"{'type': 'Point', 'coordinates': [-87.63140532, 41.9262128]}",16,68,4449,101,34,
19220,Brett Whitacre,upnup,Paint,2018,"2nd floor, north side of building",5347 N Clark St,60640,48,,,77,41.97941448,-87.66814328,"{'type': 'Point', 'coordinates': [-87.66814328, 41.97941448]}",15,76,22616,540,16,
19275,Chicago Math and Science Academy Art Students,We are Titans,Paint,2019,,7212 N Clark Street,60626,49,1,,,42.01303498,-87.67485599,"{'type': 'Point', 'coordinates': [-87.67485599, 42.01303498]}",9,10,21853,489,5,
19420,BOJITT ( Bojana Ilic),Canine Social Club,Paint,2022,5508 N Western Ave,5508 N Western Ave,60625,40,,Commissioned Mural Created and Painted by Bojitt Studio,04,41.9816866,-87.68952358,"{'type': 'Point', 'coordinates': [-87.68952358, 41.9816866]}",20,6,21849,29,24,
19082,"Jospeh ""Sentrock"" Perez",Fly Higher,Spray,2016,Wood St at 19th St,1901 S Wood St,60608,25,Yollocalli Arts Reach,"In the spring of 2016, a select group of street art students helped Sentrock complete this mural in Pilsen (just a few blocks from our mothership, the National Museum of Mexican Art).",33,41.85585969,-87.67089948,"{'type': 'Point', 'coordinates': [-87.67089948, 41.85585969]}",43,33,14920,343,26,
19378,Brett Whitacre,Welcome to Buena Park,,2020,First Dental Center,4108 N Sheridan Rd,60613,46,Uptown United,"White background with line drawings of a house, church, people and large words that say ""Welcome to Buena Park""",,41.9569868,-87.6549112,"{'type': 'Point', 'coordinates': [-87.6549112, 41.9569868]}",53,31,21186,577,39,
19231,Elaine Miller,Farmer's Market Mural,"Paint, mosaic tile/ceramic",2017,,1815 W 95th St,60643,19,,,72,41.72102669,-87.66812934,"{'type': 'Point', 'coordinates': [-87.66812934, 41.72102669]}",13,71,22212,628,42,
19363,Daniel Wilson,Reflection,,2020,Uptown Ace Hardware,4654 N Broadway,60640,46,Uptown United,,,41.9666343,-87.6586209,"{'type': 'Point', 'coordinates': [-87.6586209, 41.9666343]}",15,31,22616,241,39,
19077,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,Spray,2012,"Giordano's Pizza, alley",1401 W 18th St,60608,25,Yollocalli Arts Reach,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by their 1401 W 18th street building.",33,41.85776469,-87.66138509,"{'type': 'Point', 'coordinates': [-87.66138509, 41.85776469]}",43,33,14920,365,26,
19008,Michelle Caton and Calvin Jones,Another Time Remembers my Passion's Humanity,Paint,1979,,3947 South Michigan Ave,60653,3,Chicago Public Art Group,,4,41.82241688,-87.62303736,"{'type': 'Point', 'coordinates': [-87.62303736, 41.82241688]}",36,4,4301,163,9,2018
19246,Rodney Duran,King of the Streets,Paint,2019,,4600 N Magnolia Ave,60640,46,,,,41.96543519,-87.66117219,"{'type': 'Point', 'coordinates': [-87.66117219, 41.96543519]}",15,31,22616,611,39,
19319,Justus Roe,Standing Wave,Acrylic and exterior latex paint,2016,Southof 1001 S. State building from State st to S. Holden Ct.,1001 S State St,60605,4,,abstract landscape painting,,41.86983981,-87.62733224,"{'type': 'Point', 'coordinates': [-87.62733224, 41.86983981]}",35,38,14913,368,10,2018
19040,Kristal Pacheco,People's Park Mural,,2000,CPAG. S Drexel Ave & E 62nd St,6200 South Drexel Ave,60637,20,Chicago Public Art Group,2000. Artist K. Pacheco. This Woodlawn area mural highlights the important and influential people of the area.,9,41.7821713,-87.6044919,"{'type': 'Point', 'coordinates': [-87.6044919, 41.7821713]}",60,9,22260,470,4,
19435,Andy Bellomo,Undercurrent 430 N Michigan Pair,Spraypaint,2022,"430-436 N Michigan Lower Ave, and 450 E Hubbard",450 E Hubbard St,60611,42,,"The Undercurrent project brought art and beauty to lower Michigan Avenue with installations from three local artists. The artists were asked to create a “mirror” image of what was above below, and we are amazed by what they created. The installations can be found on the walls at The Realtors Building (Billy Goat Tavern), Intercontinental Hotel, the north wall of Grand Avenue and Michigan Avenue and serve as a brighter and safer route for commuters and visitors walking Lower Michigan Avenue.",08,41.8903,-87.62428964,"{'type': 'Point', 'coordinates': [-87.62428964, 41.8903]}",6,37,21182,626,36,
19099,Sam Kirk,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,Division St between Western Ave and California Ave,2647 W Division St,60622,26,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",25,41.90284248,-87.69383254,"{'type': 'Point', 'coordinates': [-87.69383254, 41.90284248]}",4,25,21560,543,49,
19304,Ouizi,West Town in bloom,,2019,1914 W. Chicago Ave,1914 W Chicago Ave,60622,1,,mural,,41.89604998,-87.67526671,"{'type': 'Point', 'coordinates': [-87.67526671, 41.89604998]}",4,25,21560,462,41,
19272,Marry Tonnu,Letter W,,2019,,1324 W Concord Place,60642,2,24,,,41.91240433,-87.66153051,"{'type': 'Point', 'coordinates': [-87.66153051, 41.91240433]}",49,25,22620,109,11,
19209,Eduardo Kobra,Muddy Waters Tribute,Paint,2016,,17 N State,60602,42,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Brazilian artist, Eduardo Kobra specializes in ï¿½memory walls,ï¿½ meaning  that are specific to the community in which he is painting and evoke a certain nostalgia within the residents of that specific area. Chicagoï¿½s ï¿½memory wallï¿½ depicts legendary blues musician, Muddy Waters, was the perfect icon for this monumental wall.
The creation of this mural was a team effort and thanks go to several people, including Marc Realty, Beauty and Brawn Gallery & Think Space!",32,41.88245665,-87.62770005,"{'type': 'Point', 'coordinates': [-87.62770005, 41.88245665]}",41,38,14310,580,36,
19388,Caroline Liu,Dragon Gate,,2021,Hon Kee BBQ,5009 N Winthrop Ave,60640,46,Uptown United,,,41.97359429,-87.65759488,"{'type': 'Point', 'coordinates': [-87.65759488, 41.97359429]}",15,31,22616,634,16,
19346,Diego Aguilar,Airplanes,,2020,South Facing Wall,2900 W Chicago Ave,60622,26,,Paint,,41.895811,-87.699483,"{'type': 'Point', 'coordinates': [-87.699483, 41.895811]}",4,25,21560,544,49,
19368,Kayla Mahaffey,Light the Spark,,2020,,8828 S Stony Island Ave,60617,8,Southeast Chicago Chamber of Commerce,,,41.73391,-87.58586,"{'type': 'Point', 'coordinates': [-87.58586, 41.73391]}",61,44,21202,490,35,
19104,Daniel Manrique Arias,"Hands In Solidarity, Hands In Freedom",,1997,,37 S Ashland Ave,60607,28,Chicago Public Art Group,Artist Daniel Manrique Arias. 1997. Also known as the Cross-Border Community/Labor Mural Project. The mural is located on the United Electrical Workers Union Hall and was completed with the help of young Chicago Artists. From 1997,29,41.88026691,-87.66661644,"{'type': 'Point', 'coordinates': [-87.66661644, 41.88026691]}",44,29,14917,91,23,
19324,Justus Roe,Coles,Acrylic and exterior latex paint,2018,Entanceof Cole's bar 2338 n. Milwaukee,2338 N Milwaukee Ave,60647,1,,abstract landscape painting,,41.92359712,-87.69871397,"{'type': 'Point', 'coordinates': [-87.69871397, 41.92359712]}",1,23,22535,322,41,2019
19141,"Sandra Antongiorgi, Andy Bellomo, and Sam Kirk",The Love I Vibrate,,2017,Howard Brown Health Center,3245 N Halstead St,60657,44,DCASE,"Located at the Howard Brown Health Center, the mural features an image of holistic healer and interdisciplinary artist Kiam Marcelo Junio, and pays tribute to the countless artsits, hard-working activists, healers, teachers, leaders, and queers who work to bring the community together.",57,41.94130275,-87.64916269,"{'type': 'Point', 'coordinates': [-87.64916269, 41.94130275]}",22,57,4449,730,25,
19214,Nicole Beck,Peace Mural Project (Phase II)- We Pledge Allegiance Mural,Paint,2014,Community Garden at Alexander Fleming School,4918 W 64th St,60638,13,,"We worked together collaboratively in this art program and became friends. We learned how to express ourselves through
art when we created designs about how to respect nature here in Illinois. We learned to work as a team creating this
beautiful gift to our school, our garden and our playground. We created a peaceful space for nature & play.
This mural was inspired by this garden and our playground at Fleming that is right across the street from Midway Airport.
Last yearï¿½s mosaics were about Peace. This yearï¿½s mural was about nature and taking care of nature.
We designed a mural that is based on the American Flag covered in patterns and images from Midwestern birds, insects,",64,41.77665106,-87.74555108,"{'type': 'Point', 'coordinates': [-87.74555108, 41.77665106]}",7,62,22268,337,15,
19092,Reynaldo Rodriguez,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,Division St between Western Ave and California Ave,2735 W Division St,60622,26,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",25,41.90282362,-87.69583673,"{'type': 'Point', 'coordinates': [-87.69583673, 41.90282362]}",4,25,21560,543,49,
19067,Marcos Raya,Preventing WWIII,Paint,1980,S Western Ave & W 16th St,2350 West 18th St,60608,25,Chicago Public Art Group,,33,41.85743699,-87.68541235,"{'type': 'Point', 'coordinates': [-87.68541235, 41.85743699]}",43,33,14920,4,26,2016
19241,Anthony Lewellen,Untitled,,2019,,4615 N Clifton Ave,60640,46,,,3,41.96589726,-87.65871665,"{'type': 'Point', 'coordinates': [-87.65871665, 41.96589726]}",15,31,22616,241,39,
19252,Marry Tonnu,Letter A,,2019,,1721 N Elston Ave,60642,2,24,,,41.91372879,-87.66422291,"{'type': 'Point', 'coordinates': [-87.66422291, 41.91372879]}",49,25,22620,109,11,
19156,Sub(urban) Warrior,,Paint,2018,Cards Against Humanity HQ,1551 W Homer St,60642,2,Cards Against Humanity HQ,"(sub)urban warrior is an artist working out of the Chicago suburbs with an urban vibe to her work. She is influenced by street art and fine art masters, and she blends the two genres together, paying homage to each of them in her own way.",22,41.91720864,-87.66683738,"{'type': 'Point', 'coordinates': [-87.66683738, 41.91720864]}",49,23,22620,209,11,
19199,Andrea Dunn,The Wave,Paint,2017,,619 S. Wabash,60605,42,Wabash Arts Corridor,"(Photo Credit: Columbia College Chicago) ""The Wave"" is part of a larger series called ï¿½Plastic Paradise,ï¿½ which explores the relationship of man-made materials and natural landscapes. In the series, plastic bags are carefully sculpted into abstract scenes through posing and lighting. This specific image gives the illusion of depth to the building's facade while the vibrant blues bring energy to the city block. Andrea Dunn was the winner of the 2016 Peopleï¿½s Choice WAC mural, and also won the alumni design contest for the photo project that hangs above the new ShopColumbia.",32,41.8739881,-87.62583967,"{'type': 'Point', 'coordinates': [-87.62583967, 41.8739881]}",35,38,14913,368,36,
19109,Jeff Zimmermann,The People of the Garden,Paint,2018,,4211 W Diversey Ave,60639,31,DCASE,"Celebrated nationally and internationally for his murals, Zimmermann uses pop culture imagery, combined with thoughtful portraits of everyday residents, to celebrate and comment on the communities he memorializes in his murals.",21,41.93161734,-87.73192907,"{'type': 'Point', 'coordinates': [-87.73192907, 41.93161734]}",2,21,22615,439,17,
19331,Justus Roe,Hawthorne,Acrylic and exterior latex paint,2019,"School windows, viewable from sidewalk",3319 N Clifton Ave,60657,44,,abstract landscape painting,,41.94228994,-87.65767253,"{'type': 'Point', 'coordinates': [-87.65767253, 41.94228994]}",22,57,4449,710,25,
19131,Jeffery Cook and Phil Schuster,Calling Forth the Spirit of Peace,,1993,W North Ave & N Kedzie Ave,3200 West North Ave,60647,26,Chicago Public Art Group,"Completed 1993. Artists Jeffery Cook and Phil Schuster. This cement relief mural is located on the wall of the Illinois National Guard Armory. The artists worked with a youth team, who helped them decide the mural should reflect a message of peace, an important message for the violence filled neighborhood and the United States Military. From 1993",24,41.9102243,-87.70703651,"{'type': 'Point', 'coordinates': [-87.70703651, 41.9102243]}",1,24,22535,390,49,
19400,Etty Hasak,Wildflowers,Mosaic,2020,East Facing Wall,1401 W. Devon,60660,48,,"The use of wildflowers is meant to inspire gratitude for the beauty that exists around us, one can find hidden meaning within this mosaic.",,41.99802474,-87.66556346,"{'type': 'Point', 'coordinates': [-87.66556346, 41.99802474]}",14,76,4451,536,16,
19279,Rodney Duran,Bison,,2019,Uptown Ace Hardware,4654 N Broadway,60640,46,,,,41.96675345,-87.65849862,"{'type': 'Point', 'coordinates': [-87.65849862, 41.96675345]}",15,31,22616,241,39,
19224,Todd Osborne and Tracy VanDuinen,"Sauganash Mural Project, South Wall",mosaic/tile,2013,Bike Trail Underpass,4300 W Peterson Ave,60646,39,Sauganash Mural Project,,12,41.99014944,-87.73627807,"{'type': 'Point', 'coordinates': [-87.73627807, 41.99014944]}",18,12,22532,713,38,
19395,Tony Passero,Hola,Paint,2021,West viaduct wall,3524 S Leavitt St,60609,12,DCASE,Indigenous Masks in front of a blue background.,,41.82963829,-87.68029189,"{'type': 'Point', 'coordinates': [-87.68029189, 41.82963829]}",37,56,14924,719,1,
19307,Amuse126,untitled,,2019,West Town Bakery,1916 W Chicago Ave,60622,1,,faï¿½ade mural,,41.89604872,-87.67535123,"{'type': 'Point', 'coordinates': [-87.67535123, 41.89604872]}",4,25,21560,462,41,
19136,Damon Reed,Chicago Christian Industrial League Mural & Bricolage,,2008,Chicago Christian Industrial League at California and Roosevelt,1146 S California Ave,60612,28,Chicago Public Art Group,,30,41.86689419,-87.69605988,"{'type': 'Point', 'coordinates': [-87.69605988, 41.86689419]}",28,30,21184,35,23,
19300,Lauren Asta,untitled,,2017,School of Rock,1913 W Chicago Ave,60622,1,,faï¿½ade mural,,41.8958323,-87.67514009,"{'type': 'Point', 'coordinates': [-87.67514009, 41.8958323]}",4,25,21560,519,41,
19227,Chad Kouri,MAKE,Paint,2011,,1549 N Bell Ave,60622,1,,,24,41.91000379,-87.68340625,"{'type': 'Point', 'coordinates': [-87.68340625, 41.91000379]}",4,25,21560,516,41,
19004,Dzine and Olivia Gude,Aren't I A Womyn?,,1993,,1147 North Western Ave,60622,1,Chicago Public Art Group,"Artist Dzine and Olivia Gude. 1993. This spraypaint and acrylic mural is located at Clemente High School. The 107 ft. mural includes text and images that celebrate the strength of ""Third world women"". From 1993",25,41.90262318,-87.68686934,"{'type': 'Point', 'coordinates': [-87.68686934, 41.90262318]}",4,25,21560,541,41,
19432,Khosro Beik,City Bricks Project: West Garfield Park,Paint,2019,"4333 W. Madison Ave., Chicago, IL 60624",4333 W Madison Ave,60624,28,,"This mural was created by the City Bricks Project, a project founded and led by  videographer/filmmaker Khosro Adam Beik. The mural displays U.S. Census Bureau  statistics demonstrating disparity between the community of West Garfield Park and more  affluent Chicago-area communities. The data is intended to enhance awareness and  inform the public about issues impacting disinvested communities such as W. Garfield  Park, while underscoring the urgency of these issues. Since information is power, the  project democratizes data so everyone can speak about them in order to find solutions.  The statistics, which will be updated with new Census information as available and after  election cycles, include: life expectancy, median household income, high school  graduation rates, households in poverty, and median home value. The mural states that  these conditions result in lower opportunity for children to thrive compared to other  communities, and includes a space for local residents to place their signatures as a gesture  of endorsement.    The mural is located on one wall of a building that is privately owned and operated as  Nexx Phaze Barber/Beauty/Studio.    The impetus for the mural was the great disparity in life expectancy between W. Garfield  Park and nearby, more affluent communities. Through a companion feature-length  documentary film, ""We Witness,"" Khosro Beik interviewed local residents, business  owners and leaders to shed light on the statistics. The film screened multiple times on  WTTW channel 11, and is currently streaming for three years on WTTW's website. The  City Bricks Project is a collaborative endeavor that plans additional murals, films, public  engagement opportunities, and partnerships in Chicago and elsewhere.  www.CityBricksProject.com    The mural and film have helped to galvanize attention to the issues present in the  community and resources needed to solve them, such as the Sankofa Wellness Village, a  project of the Garfield Park Rite to Wellness Collaborative, which was awarded the 2nd  Annual Chicago Prize from the Pritzker Traubert Foundation in January 2023. We expect that the mural will continue to inspire engagement with and solutions for social justice issues in W. Garfield Park and other communities.",26,41.88051378,-87.73436187,"{'type': 'Point', 'coordinates': [-87.73436187, 41.88051378]}",30,27,21572,717,23,
